Panel,Protein,Uniprot,OlinkRef,Intra plate CV,Inter plate CV
INFLAMMATION,IL7,P13232,OID00478,3.540795738493753,9.664533142706986
INFLAMMATION,IL8,P10145,OID00471,1.9744426861034765,4.34889820954427
INFLAMMATION,LAP TGF-beta-1,P01137,OID00480,1.4545877100369924,4.408466047211818
INFLAMMATION,LIF-R,P42702,OID00511,1.9187209135579486,2.5126359411121326
INFLAMMATION,MCP-1,P13500,OID00484,0.7382560799557619,1.2477674952211322
INFLAMMATION,MCP-2,P80075,OID00549,1.3179853681485558,2.6059401713303045
INFLAMMATION,MCP-3,P80098,OID00474,5.912306810378311,9.044301009023469
INFLAMMATION,MCP-4,Q99616,OID00504,0.8507029621781337,2.5885496552318075
INFLAMMATION,MMP-1,P03956,OID00510,0.8035829557576302,6.4127207628645175
INFLAMMATION,MMP-10,P09238,OID00527,1.0096517578228794,2.1651859550062675
INFLAMMATION,NT-3,P20783,OID00554,4.127680200724907,7.743065836623887
INFLAMMATION,OPG,O00300,OID00479,0.7870609883462346,1.3284370916610493
INFLAMMATION,OSM,P13725,OID00494,1.9755544956326891,3.360300678437313
INFLAMMATION,PD-L1,Q9NZQ7,OID00518,1.7060877200540154,3.055911423600081
INFLAMMATION,SCF,P21583,OID00500,0.7303283520407847,0.8943570386078071
INFLAMMATION,SIRT2,Q8IXJ6,OID00538,1.853074988009464,8.615698254233587
INFLAMMATION,SLAMF1,Q13291,OID00502,6.985101371203955,10.029190706081298
INFLAMMATION,ST1A1,P50225,OID00557,2.6289470801627033,5.702298466319148
INFLAMMATION,STAMBP,O95630,OID00558,1.8640682143994234,9.953738344501376
INFLAMMATION,TGF-alpha,P01135,OID00503,2.0268676480963714,3.947530606052017
INFLAMMATION,TNF,P01375,OID05548,2.3139098464515,3.4034136875962826
INFLAMMATION,TNFB,P01374,OID00561,1.7147166310059845,2.585715822724842
INFLAMMATION,TNFRSF9,Q07011,OID00553,1.3297368300124113,2.5487334845553744
INFLAMMATION,TNFSF14,O43557,OID00506,1.9687853349803965,10.724224475514495
INFLAMMATION,TRAIL,P50591,OID00488,0.693201939479648,1.2120859018340904
INFLAMMATION,TRANCE,O14788,OID00521,2.800906664185694,3.9851119597288016
INFLAMMATION,TWEAK,O43508,OID00555,1.0371389652623735,1.2805469406706387
INFLAMMATION,uPA,P00749,OID00481,0.7850827023042098,1.216381410898851
INFLAMMATION,VEGFA,P15692,OID00472,1.0969359909416043,1.0469530614074816
NEURO EXPLORATORY,AARSD1,Q9BTE6,OID05202,3.36943188942518,7.22778311663117
NEURO EXPLORATORY,ABHD14B,Q96IU4,OID05201,11.957924662389981,10.388675360986612
NEURO EXPLORATORY,ADAM15,Q13444,OID05162,0.71589388800562,1.6660219071213915
NEURO EXPLORATORY,AKT1S1,Q96B36,OID05192,1.7065085415998593,9.153537501434073
NEURO EXPLORATORY,ANXA10,Q9UJ72,OID05147,2.535362294855961,7.70901771304815
NEURO EXPLORATORY,ASGR1,P07306,OID05183,3.751276409659553,6.4057396340611055
NEURO EXPLORATORY,ATP6V1F,Q16864,OID05143,7.332799877571656,17.51264878388273
NEURO EXPLORATORY,BST2,Q10589,OID05140,1.3826857430627477,2.3866379487486835
NEURO EXPLORATORY,CARHSP1,Q9Y2V2,OID05198,4.2989598009577845,8.143704442051725
NEURO EXPLORATORY,CCL27,Q9Y4X3,OID05190,1.1093385935799303,1.902372585747546
NEURO EXPLORATORY,CD302,Q8IX05,OID05152,1.8717364160512198,3.3460195044297425
NEURO EXPLORATORY,CD33,P20138,OID05161,2.4313119941389867,4.596029107125774
NEURO EXPLORATORY,CD63,P08962,OID05222,2.596264782845849,8.82519102806863
NEURO EXPLORATORY,CDH15,P55291,OID05134,1.925643990240341,4.615532986146901
NEURO EXPLORATORY,CDH17,Q12864,OID05138,1.5541199885544161,6.2271580863856055
NEURO EXPLORATORY,CETN2,P41208,OID05133,3.2209860533257237,10.783373858674981
NEURO EXPLORATORY,CLSTN1,O94985,OID05158,1.9469375776085773,3.58974862761159
NEURO EXPLORATORY,COL4A3BP,Q9Y5P4,OID05185,5.120801555595605,16.51869469187605
NEURO EXPLORATORY,CRADD,P78560,OID05129,1.651819104932421,5.184422563104647
NEURO EXPLORATORY,CRIP2,P52943,OID05154,2.6194228206194596,2.6755444705215874
NEURO EXPLORATORY,CTF1,Q16619,OID05156,5.881575885110801,15.736872225764914
NEURO EXPLORATORY,DEFB4A,O15263,OID05200,3.2681856794433353,16.00602841431433
NEURO EXPLORATORY,DPEP1,P16444,OID05209,2.8496761285235572,3.712844655015499
NEURO EXPLORATORY,DPEP2,Q9H4A9,OID05180,4.754685189328745,3.942921107463769
NEURO EXPLORATORY,DSG3,P32926,OID05170,0.8575622616146442,2.1559501941526307
NEURO EXPLORATORY,ECE1,P42892,OID05132,7.438207140629312,21.70023954070591
NEURO EXPLORATORY,EIF4B,P23588,OID05128,1.0492379629140656,4.094612071595683
NEURO EXPLORATORY,EREG,O14944,OID05151,5.541427251830251,24.81013980285134
NEURO EXPLORATORY,FCAR,P24071,OID05175,4.594743166532652,2.590055957079645
NEURO EXPLORATORY,FGFR2,P21802,OID05166,1.244560082738665,2.037291571434033
NEURO EXPLORATORY,FHIT,P49789,OID05157,7.269057502784588,19.22141314602772
NEURO EXPLORATORY,FKBP5,Q13451,OID05220,2.4323936839126294,5.7474080591702785
NEURO EXPLORATORY,FKBP7,Q9Y680,OID05146,5.06136799182751,17.742009884370187
NEURO EXPLORATORY,FOLR2,P14207,OID05136,1.2378306101044982,1.434873243414896
NEURO EXPLORATORY,FUT8,Q9BYC5,OID05195,23.975750809557187,42.20768177761112
NEURO EXPLORATORY,GGT5,P36269,OID05221,4.797426104173415,3.9492892571724205
NEURO EXPLORATORY,GPNMB,Q14956,OID05139,0.7088430596406087,1.0241930627314721
NEURO EXPLORATORY,HMOX2,P30519,OID05207,2.991210172607938,12.071199378829663
NEURO EXPLORATORY,IFI30,P13284,OID05174,6.685546543845022,5.0703693571333766
NEURO EXPLORATORY,IFNL1,Q8IU54,OID05127,8.536578265749743,9.011245822377996
NEURO EXPLORATORY,IL15,P40933,OID05169,3.5743663790881164,6.521781630999503
NEURO EXPLORATORY,IL32,P24001,OID05194,9.732893452621859,5.649669731057479
NEURO EXPLORATORY,IL3RA,P26951,OID05211,5.13740473957767,2.458506641570426
NEURO EXPLORATORY,ILKAP,Q9H0C8,OID05215,5.433312394170474,9.844517164294283
NEURO EXPLORATORY,IMPA1,P29218,OID05153,3.5754224940058124,12.626074243477278
NEURO EXPLORATORY,ISLR2,Q6UXK2,OID05216,7.503124379528489,5.53024316055528
NEURO EXPLORATORY,KIF1BP,Q96EK5,OID05213,2.332106510287132,5.940449607867756
NEURO EXPLORATORY,KIR2DL3,P43628,OID05149,3.71359212304202,6.566667865061175
NEURO EXPLORATORY,KIRREL2,Q6UWL6,OID05188,3.242983595268508,3.9067679752056956
NEURO EXPLORATORY,KLB,Q86Z14,OID05137,2.424383028221288,2.327990762808581
NEURO EXPLORATORY,LEPR,P48357,OID05160,1.1658447192635657,1.9027911817309002
NEURO EXPLORATORY,MAD1L1,Q9Y6D9,OID05191,4.48849438388521,8.805045419448835
NEURO EXPLORATORY,NAA10,P41227,OID05168,2.5363795817232906,11.564437703243568
NEURO EXPLORATORY,NDRG1,Q92597,OID05163,3.997872867813587,6.477587907976937
NEURO EXPLORATORY,NEFL,P07196,OID05206,1.6974063702390443,3.8710468840901404
NEURO EXPLORATORY,NPM1,P06748,OID05182,4.187908330554775,8.731435817617855
NEURO EXPLORATORY,PFDN2,Q9UHV9,OID05197,5.058842880423135,16.40304711034471
NEURO EXPLORATORY,PHOSPHO1,Q8TCT1,OID05203,1.8030422714847114,2.513656950806795
NEURO EXPLORATORY,PLA2G10,O15496,OID05177,1.3661376978366293,2.525581093884842
NEURO EXPLORATORY,PMVK,Q15126,OID05218,1.2552415442746618,3.1735433070987553
NEURO EXPLORATORY,PPP3R1,P63098,OID05214,2.5130885075081166,6.003289232512087
NEURO EXPLORATORY,PRTFDC1,Q9NRG1,OID05176,2.4422070075412288,7.738255130169387
NEURO EXPLORATORY,PSG1,P11464,OID05186,5.306385260435487,10.726951454288942
NEURO EXPLORATORY,PSME1,Q06323,OID05187,4.529141429124596,11.795731583908557
NEURO EXPLORATORY,PTPN1,P18031,OID05141,2.2005193572774417,9.303799048585141
NEURO EXPLORATORY,PTS,Q03393,OID05193,3.852204217026423,4.754188056309611
NEURO EXPLORATORY,RBKS,Q9H477,OID05144,0.953097327111978,2.517298630730095
NEURO EXPLORATORY,RNF31,Q96EP0,OID05208,6.353801978760659,11.176527759783774
NEURO EXPLORATORY,RPS6KB1,P23443,OID05150,3.0880561293312514,14.21192659562608
NEURO EXPLORATORY,SCGB1A1,P11684,OID05155,1.9193396655074508,3.5827965732745577
NEURO EXPLORATORY,SFRP1,Q8N474,OID05171,1.5653309503281,2.9775841542515744
NEURO EXPLORATORY,SMOC1,Q9H4F8,OID05135,0.965090344480484,2.5539266628810564
NEURO EXPLORATORY,SNCG,O76070,OID05210,5.500685843481944,9.985355191246853
NEURO EXPLORATORY,SRP14,P37108,OID05142,2.1703189518646715,5.6989978694193075
NEURO EXPLORATORY,TBCB,Q99426,OID05181,1.0843504662482903,4.633639311635449
NEURO EXPLORATORY,TNFRSF13C,Q96RJ3,OID05205,9.91417957186621,6.073748603426229
NEURO EXPLORATORY,TPPP3,Q9BW30,OID05196,3.962731433638562,9.038401212690038
NEURO EXPLORATORY,VSTM1,Q6UX27,OID05199,11.55970479679078,11.848663676575002
NEURO EXPLORATORY,WWP2,O00308,OID05219,2.394964298186052,7.1501897058204245
